,Purchase,Target,WeekofPurchase,PurchaseWeek,StoreID,PriceCH,PriceMM,DiscCH,DiscMM,SpecialCH,SpecialMM,LoyalCH,SalePriceMM,SalePriceCH,PriceDiff,PriceDiff_Pos_Neg_None,Store7,PctDiscMM,PctDiscCH,ListPriceDiff,STORE
331,MM,1,262,w-262,1,1.76,1.99,0,0.4,0,1,0.5,1.59,1.76,-0.17,10,No,0.201005,0,0.23,1
360,CH,0,262,w-262,4,1.99,2.09,0,0,0,0,0.6,2.09,1.99,0.1,13,No,0,0,0.1,4
427,CH,0,262,w-262,4,1.99,2.09,0,0,0,0,0.104858,2.09,1.99,0.1,13,No,0,0,0.1,4
450,MM,1,262,w-262,2,1.86,2.18,0,0.6,0,1,0.556599,1.58,1.86,-0.28,10,No,0.275229,0,0.32,2
497,MM,1,262,w-262,2,1.86,2.18,0,0.6,0,1,0.4,1.58,1.86,-0.28,10,No,0.275229,0,0.32,2
525,MM,1,262,w-262,1,1.76,1.99,0,0.4,0,1,0.5,1.59,1.76,-0.17,10,No,0.201005,0,0.23,1
603,CH,0,262,w-262,7,1.86,2.13,0,0,0,0,0.971413,2.13,1.86,0.27,13,Yes,0,0,0.27,0
604,CH,0,262,w-262,7,1.86,2.13,0,0,0,0,0.97713,2.13,1.86,0.27,13,Yes,0,0,0.27,0
616,CH,0,262,w-262,7,1.86,2.13,0,0,0,0,0.674286,2.13,1.86,0.27,13,Yes,0,0,0.27,0
617,CH,0,262,w-262,7,1.86,2.13,0,0,0,0,0.739429,2.13,1.86,0.27,13,Yes,0,0,0.27,0
640,MM,1,262,w-262,2,1.86,2.18,0,0.6,0,1,0.4,1.58,1.86,-0.28,10,No,0.275229,0,0.32,2
655,CH,0,262,w-262,3,1.99,2.09,0,0,0,0,0.964583,2.09,1.99,0.1,13,No,0,0,0.1,3
747,MM,1,262,w-262,1,1.76,1.99,0,0.4,0,1,0.6,1.59,1.76,-0.17,10,No,0.201005,0,0.23,1
796,MM,1,262,w-262,1,1.76,1.99,0,0.4,0,1,0.053687,1.59,1.76,-0.17,10,No,0.201005,0,0.23,1
808,CH,0,262,w-262,7,1.86,2.13,0,0,0,0,0.7952,2.13,1.86,0.27,13,Yes,0,0,0.27,0
839,MM,1,262,w-262,2,1.86,2.18,0,0.6,0,1,0.256,1.58,1.86,-0.28,10,No,0.275229,0,0.32,2
880,CH,0,262,w-262,4,1.99,2.09,0,0,0,0,0.708928,2.09,1.99,0.1,13,No,0,0,0.1,4
886,MM,1,262,w-262,1,1.76,1.99,0,0.4,0,1,0.68,1.59,1.76,-0.17,10,No,0.201005,0,0.23,1
899,CH,0,262,w-262,7,1.86,2.13,0,0,0,0,0.916114,2.13,1.86,0.27,13,Yes,0,0,0.27,0
949,MM,1,262,w-262,2,1.86,2.18,0,0.6,0,1,0.009319,1.58,1.86,-0.28,10,No,0.275229,0,0.32,2
983,MM,1,262,w-262,1,1.76,1.99,0,0.4,0,1,0.616,1.59,1.76,-0.17,10,No,0.201005,0,0.23,1
12,CH,0,263,w-263,7,1.86,2.13,0.27,0,0,0,0.990885,2.13,1.59,0.54,13,Yes,0,0.145161,0.27,0
62,CH,0,263,w-263,4,1.99,2.09,0,0,0,0,0.930369,2.09,1.99,0.1,13,No,0,0,0.1,4
81,CH,0,263,w-263,4,1.99,2.09,0,0,0,0,0.916114,2.09,1.99,0.1,13,No,0,0,0.1,4
124,CH,0,263,w-263,2,1.86,2.18,0,0,0,1,0.979164,2.18,1.86,0.32,13,No,0,0,0.32,2
157,CH,0,263,w-263,4,1.99,2.09,0,0,0,0,0.932891,2.09,1.99,0.1,13,No,0,0,0.1,4
214,CH,0,263,w-263,7,1.86,2.13,0.27,0,0,0,0.96083,2.13,1.59,0.54,13,Yes,0,0.145161,0.27,0
289,MM,1,263,w-263,3,1.99,2.09,0,0,0,0,0.000967,2.09,1.99,0.1,13,No,0,0,0.1,3
308,MM,1,263,w-263,2,1.86,2.18,0,0,0,1,0.217535,2.18,1.86,0.32,13,No,0,0,0.32,2
346,CH,0,263,w-263,7,1.86,2.13,0.27,0,0,0,0.932891,2.13,1.59,0.54,13,Yes,0,0.145161,0.27,0
451,MM,1,263,w-263,2,1.86,2.18,0,0,0,1,0.445279,2.18,1.86,0.32,13,No,0,0,0.32,2
512,CH,0,263,w-263,3,1.99,2.09,0,0,0,0,0.94846,2.09,1.99,0.1,13,No,0,0,0.1,3
526,MM,1,263,w-263,1,1.76,1.99,0,0.4,0,1,0.4,1.59,1.76,-0.17,10,No,0.201005,0,0.23,1
536,CH,0,263,w-263,7,1.86,2.13,0.27,0,0,0,0.813222,2.13,1.59,0.54,13,Yes,0,0.145161,0.27,0
584,CH,0,263,w-263,7,1.86,2.13,0.27,0,0,0,0.7952,2.13,1.59,0.54,13,Yes,0,0.145161,0.27,0
712,MM,1,263,w-263,3,1.99,2.09,0,0,0,0,0.000317,2.09,1.99,0.1,13,No,0,0,0.1,3
768,CH,0,263,w-263,7,1.86,2.13,0.27,0,0,0,0.868928,2.13,1.59,0.54,13,Yes,0,0.145161,0.27,0
797,MM,1,263,w-263,1,1.76,1.99,0,0.4,0,1,0.04295,1.59,1.76,-0.17,10,No,0.201005,0,0.23,1
950,MM,1,263,w-263,2,1.86,2.18,0,0,0,1,0.007455,2.18,1.86,0.32,13,No,0,0,0.32,2
1002,MM,1,263,w-263,2,1.86,2.18,0,0,0,1,0.32,2.18,1.86,0.32,13,No,0,0,0.32,2
1029,CH,0,263,w-263,7,1.86,2.13,0.27,0,0,0,0.852695,2.13,1.59,0.54,13,Yes,0,0.145161,0.27,0
24,CH,0,264,w-264,7,1.86,2.13,0.37,0,1,0,0.7952,2.13,1.49,0.64,13,Yes,0,0.198925,0.27,0
82,CH,0,264,w-264,4,1.99,2.09,0.1,0,0,0,0.932891,2.09,1.89,0.2,13,No,0,0.050251,0.1,4
125,MM,1,264,w-264,2,1.86,2.18,0,0,0,0,0.983331,2.18,1.86,0.32,13,No,0,0,0.32,2
158,CH,0,264,w-264,4,1.99,2.09,0.1,0,0,0,0.946313,2.09,1.89,0.2,13,No,0,0.050251,0.1,4
190,CH,0,264,w-264,4,1.99,2.09,0.1,0,0,0,0.999381,2.09,1.89,0.2,13,No,0,0.050251,0.1,4
215,CH,0,264,w-264,7,1.86,2.13,0.37,0,1,0,0.968664,2.13,1.49,0.64,13,Yes,0,0.198925,0.27,0
247,CH,0,264,w-264,7,1.86,2.13,0.37,0,1,0,0.9699,2.13,1.49,0.64,13,Yes,0,0.198925,0.27,0
259,MM,1,264,w-264,3,1.99,2.09,0.1,0,0,0,0.6,2.09,1.89,0.2,13,No,0,0.050251,0.1,3
290,MM,1,264,w-264,3,1.99,2.09,0.1,0,0,0,0.000774,2.09,1.89,0.2,13,No,0,0.050251,0.1,3
322,CH,0,264,w-264,3,1.99,2.09,0.1,0,0,0,0.68,2.09,1.89,0.2,13,No,0,0.050251,0.1,3
347,CH,0,264,w-264,7,1.86,2.13,0.37,0,1,0,0.946313,2.13,1.49,0.64,13,Yes,0,0.198925,0.27,0
369,CH,0,264,w-264,7,1.86,2.13,0.37,0,1,0,0.2048,2.13,1.49,0.64,13,Yes,0,0.198925,0.27,0
399,CH,0,264,w-264,7,1.86,2.13,0.37,0,1,0,0.286839,2.13,1.49,0.64,13,Yes,0,0.198925,0.27,0
428,CH,0,264,w-264,7,1.86,2.13,0.37,0,1,0,0.283886,2.13,1.49,0.64,13,Yes,0,0.198925,0.27,0
452,CH,0,264,w-264,7,1.86,2.13,0.37,0,1,0,0.356224,2.13,1.49,0.64,13,Yes,0,0.198925,0.27,0
484,CH,0,264,w-264,2,1.86,2.18,0,0,0,0,0.584,2.18,1.86,0.32,13,No,0,0,0.32,2
537,CH,0,264,w-264,7,1.86,2.13,0.37,0,1,0,0.850578,2.13,1.49,0.64,13,Yes,0,0.198925,0.27,0
585,CH,0,264,w-264,7,1.86,2.13,0.37,0,1,0,0.83616,2.13,1.49,0.64,13,Yes,0,0.198925,0.27,0
605,CH,0,264,w-264,7,1.86,2.13,0.37,0,1,0,0.981704,2.13,1.49,0.64,13,Yes,0,0.198925,0.27,0
618,CH,0,264,w-264,1,1.76,1.99,0,0.4,0,0,0.791543,1.59,1.76,-0.17,10,No,0.201005,0,0.23,1
713,MM,1,264,w-264,3,1.99,2.09,0.1,0,0,0,0.000254,2.09,1.89,0.2,13,No,0,0.050251,0.1,3
809,CH,0,264,w-264,7,1.86,2.13,0.37,0,1,0,0.83616,2.13,1.49,0.64,13,Yes,0,0.198925,0.27,0
881,CH,0,264,w-264,4,1.99,2.09,0.1,0,0,0,0.767142,2.09,1.89,0.2,13,No,0,0.050251,0.1,4
984,CH,0,264,w-264,7,1.86,2.13,0.37,0,1,0,0.4928,2.13,1.49,0.64,13,Yes,0,0.198925,0.27,0
32,CH,0,265,w-265,7,1.86,2.13,0.37,0,1,0,0.6,2.13,1.49,0.64,13,Yes,0,0.198925,0.27,0
63,MM,1,265,w-265,4,1.99,2.09,0.1,0,0,0,0.944296,2.09,1.89,0.2,13,No,0,0.050251,0.1,4
64,CH,0,265,w-265,4,1.99,2.09,0.1,0,0,0,0.755436,2.09,1.89,0.2,13,No,0,0.050251,0.1,4
126,CH,0,265,w-265,2,1.86,2.18,0,0,0,0,0.786665,2.18,1.86,0.32,13,No,0,0,0.32,2
159,CH,0,265,w-265,4,1.99,2.09,0.1,0,0,0,0.95705,2.09,1.89,0.2,13,No,0,0.050251,0.1,4
191,CH,0,265,w-265,4,1.99,2.09,0.1,0,0,0,0.999505,2.09,1.89,0.2,13,No,0,0.050251,0.1,4
216,CH,0,265,w-265,7,1.86,2.13,0.37,0,1,0,0.974931,2.13,1.49,0.64,13,Yes,0,0.198925,0.27,0
217,CH,0,265,w-265,7,1.86,2.13,0.37,0,1,0,0.979945,2.13,1.49,0.64,13,Yes,0,0.198925,0.27,0
260,MM,1,265,w-265,2,1.86,2.18,0,0,0,0,0.48,2.18,1.86,0.32,13,No,0,0,0.32,2
359,CH,0,265,w-265,4,1.99,2.09,0.1,0,0,0,0.4,2.09,1.89,0.2,13,No,0,0.050251,0.1,4
429,MM,1,265,w-265,7,1.86,2.13,0.37,0,1,0,0.427109,2.13,1.49,0.64,13,Yes,0,0.198925,0.27,0
437,CH,0,265,w-265,1,1.76,1.99,0,0.1,0,0,0.3072,1.89,1.76,0.13,13,No,0.050251,0,0.23,1
465,CH,0,265,w-265,7,1.86,2.13,0.37,0,1,0,0.73376,2.13,1.49,0.64,13,Yes,0,0.198925,0.27,0
586,CH,0,265,w-265,7,1.86,2.13,0.37,0,1,0,0.868928,2.13,1.49,0.64,13,Yes,0,0.198925,0.27,0
606,CH,0,265,w-265,7,1.86,2.13,0.37,0,1,0,0.985363,2.13,1.49,0.64,13,Yes,0,0.198925,0.27,0
619,CH,0,265,w-265,1,1.76,1.99,0,0.1,0,0,0.833234,1.89,1.76,0.13,13,No,0.050251,0,0.23,1
663,CH,0,265,w-265,7,1.86,2.13,0.37,0,1,0,0.4,2.13,1.49,0.64,13,Yes,0,0.198925,0.27,0
714,MM,1,265,w-265,3,1.99,2.09,0.1,0,0,0,0.000203,2.09,1.89,0.2,13,No,0,0.050251,0.1,3
810,CH,0,265,w-265,7,1.86,2.13,0.37,0,1,0,0.868928,2.13,1.49,0.64,13,Yes,0,0.198925,0.27,0
811,CH,0,265,w-265,7,1.86,2.13,0.37,0,1,0,0.895142,2.13,1.49,0.64,13,Yes,0,0.198925,0.27,0
887,CH,0,265,w-265,7,1.86,2.13,0.37,0,1,0,0.544,2.13,1.49,0.64,13,Yes,0,0.198925,0.27,0
900,CH,0,265,w-265,7,1.86,2.13,0.37,0,1,0,0.932891,2.13,1.49,0.64,13,Yes,0,0.198925,0.27,0
951,MM,1,265,w-265,2,1.86,2.18,0,0,0,0,0.005964,2.18,1.86,0.32,13,No,0,0,0.32,2
985,CH,0,265,w-265,7,1.86,2.13,0.37,0,1,0,0.59424,2.13,1.49,0.64,13,Yes,0,0.198925,0.27,0
1030,CH,0,265,w-265,7,1.86,2.13,0.37,0,1,0,0.882156,2.13,1.49,0.64,13,Yes,0,0.198925,0.27,0
1031,CH,0,265,w-265,7,1.86,2.13,0.37,0,1,0,0.905725,2.13,1.49,0.64,13,Yes,0,0.198925,0.27,0
65,CH,0,266,w-266,4,1.99,2.09,0.1,0,0,0,0.804349,2.09,1.89,0.2,13,No,0,0.050251,0.1,4
127,CH,0,266,w-266,1,1.86,1.99,0,0.1,0,0,0.829332,1.89,1.86,0.03,13,No,0.050251,0,0.13,1
128,CH,0,266,w-266,2,1.86,2.18,0,0,0,0,0.863466,2.18,1.86,0.32,13,No,0,0,0.32,2
160,CH,0,266,w-266,4,1.99,2.09,0.1,0,0,0,0.96564,2.09,1.89,0.2,13,No,0,0.050251,0.1,4
192,CH,0,266,w-266,7,1.86,2.13,0.37,0,1,0,0.999604,2.13,1.49,0.64,13,Yes,0,0.198925,0.27,0
248,CH,0,266,w-266,7,1.86,2.13,0.37,0,1,0,0.97592,2.13,1.49,0.64,13,Yes,0,0.198925,0.27,0
291,MM,1,266,w-266,3,1.99,2.09,0.1,0,0,0,0.000619,2.09,1.89,0.2,13,No,0,0.050251,0.1,3
328,CH,0,266,w-266,1,1.86,1.99,0,0.1,0,0,0.5648,1.89,1.86,0.03,13,No,0.050251,0,0.13,1
332,MM,1,266,w-266,1,1.86,1.99,0,0.1,0,0,0.4,1.89,1.86,0.03,13,No,0.050251,0,0.13,1
370,CH,0,266,w-266,2,1.86,2.18,0,0,0,0,0.36384,2.18,1.86,0.32,13,No,0,0,0.32,2
445,CH,0,266,w-266,1,1.86,1.99,0,0.1,0,0,0.829606,1.89,1.86,0.03,13,No,0.050251,0,0.13,1
477,CH,0,266,w-266,7,1.86,2.13,0.37,0,1,0,0.52,2.13,1.49,0.64,13,Yes,0,0.198925,0.27,0
478,CH,0,266,w-266,7,1.86,2.13,0.37,0,1,0,0.616,2.13,1.49,0.64,13,Yes,0,0.198925,0.27,0
513,CH,0,266,w-266,3,1.99,2.09,0.1,0,0,0,0.958768,2.09,1.89,0.2,13,No,0,0.050251,0.1,3
538,CH,0,266,w-266,4,1.99,2.09,0.1,0,0,0,0.880462,2.09,1.89,0.2,13,No,0,0.050251,0.1,4
565,CH,0,266,w-266,7,1.86,2.13,0.37,0,1,0,0.6,2.13,1.49,0.64,13,Yes,0,0.198925,0.27,0
607,CH,0,266,w-266,1,1.86,1.99,0,0.1,0,0,0.988291,1.89,1.86,0.03,13,No,0.050251,0,0.13,1
656,CH,0,266,w-266,2,1.86,2.18,0,0,0,0,0.971666,2.18,1.86,0.32,13,No,0,0,0.32,2
662,CH,0,266,w-266,7,1.86,2.13,0.37,0,1,0,0.68,2.13,1.49,0.64,13,Yes,0,0.198925,0.27,0
672,CH,0,266,w-266,1,1.86,1.99,0,0.1,0,0,0.68,1.89,1.86,0.03,13,No,0.050251,0,0.13,1
715,MM,1,266,w-266,3,1.99,2.09,0.1,0,0,0,0.000162,2.09,1.89,0.2,13,No,0,0.050251,0.1,3
754,CH,0,266,w-266,1,1.86,1.99,0,0.1,0,0,0.416,1.89,1.86,0.03,13,No,0.050251,0,0.13,1
812,CH,0,266,w-266,7,1.86,2.13,0.37,0,1,0,0.916114,2.13,1.49,0.64,13,Yes,0,0.198925,0.27,0
901,CH,0,266,w-266,7,1.86,2.13,0.37,0,1,0,0.946313,2.13,1.49,0.64,13,Yes,0,0.198925,0.27,0
918,MM,1,266,w-266,3,1.99,2.09,0.1,0,0,0,0.52,2.09,1.89,0.2,13,No,0,0.050251,0.1,3
952,MM,1,266,w-266,2,1.86,2.18,0,0,0,0,0.004771,2.18,1.86,0.32,13,No,0,0,0.32,2
66,CH,0,267,w-267,4,1.99,2.09,0.1,0,0,0,0.843479,2.09,1.89,0.2,13,No,0,0.050251,0.1,4
129,CH,0,267,w-267,2,1.86,2.18,0,0.4,0,1,0.890772,1.78,1.86,-0.08,10,No,0.183486,0,0.32,2
161,CH,0,267,w-267,4,1.99,2.09,0.1,0,0,0,0.972512,2.09,1.89,0.2,13,No,0,0.050251,0.1,4
193,CH,0,267,w-267,7,1.86,2.13,0,0,1,0,0.999683,2.13,1.86,0.27,13,Yes,0,0,0.27,0
218,CH,0,267,w-267,7,1.86,2.13,0,0,1,0,0.983956,2.13,1.86,0.27,13,Yes,0,0,0.27,0
261,MM,1,267,w-267,2,1.86,2.18,0,0.4,0,1,0.384,1.78,1.86,-0.08,10,No,0.183486,0,0.32,2
292,MM,1,267,w-267,3,1.99,2.09,0.1,0,0,0,0.000495,2.09,1.89,0.2,13,No,0,0.050251,0.1,3
329,MM,1,267,w-267,4,1.99,2.09,0.1,0,0,0,0.65184,2.09,1.89,0.2,13,No,0,0.050251,0.1,4
348,CH,0,267,w-267,7,1.86,2.13,0,0,1,0,0.95705,2.13,1.86,0.27,13,Yes,0,0,0.27,0
371,MM,1,267,w-267,1,1.86,1.99,0,0.2,0,1,0.491072,1.79,1.86,-0.07,10,No,0.100503,0,0.13,1
430,MM,1,267,w-267,4,1.99,2.09,0.1,0,0,0,0.341687,2.09,1.89,0.2,13,No,0,0.050251,0.1,4
453,CH,0,267,w-267,2,1.86,2.18,0,0.4,0,1,0.484979,1.78,1.86,-0.08,10,No,0.183486,0,0.32,2
466,CH,0,267,w-267,7,1.86,2.13,0,0,1,0,0.787008,2.13,1.86,0.27,13,Yes,0,0,0.27,0
479,CH,0,267,w-267,7,1.86,2.13,0,0,1,0,0.6928,2.13,1.86,0.27,13,Yes,0,0,0.27,0
495,MM,1,267,w-267,3,1.99,2.09,0.1,0,0,0,0.6,2.09,1.89,0.2,13,No,0,0.050251,0.1,3
498,MM,1,267,w-267,2,1.86,2.18,0,0.4,0,1,0.32,1.78,1.86,-0.08,10,No,0.183486,0,0.32,2
608,CH,0,267,w-267,7,1.86,2.13,0,0,1,0,0.990633,2.13,1.86,0.27,13,Yes,0,0,0.27,0
620,CH,0,267,w-267,7,1.86,2.13,0,0,1,0,0.866588,2.13,1.86,0.27,13,Yes,0,0,0.27,0
664,CH,0,267,w-267,7,1.86,2.13,0,0,1,0,0.52,2.13,1.86,0.27,13,Yes,0,0,0.27,0
673,MM,1,267,w-267,1,1.86,1.99,0,0.2,0,1,0.744,1.79,1.86,-0.07,10,No,0.100503,0,0.13,1
716,MM,1,267,w-267,3,1.99,2.09,0.1,0,0,0,0.00013,2.09,1.89,0.2,13,No,0,0.050251,0.1,3
717,MM,1,267,w-267,3,1.99,2.09,0.1,0,0,0,0.000104,2.09,1.89,0.2,13,No,0,0.050251,0.1,3
777,MM,1,267,w-267,2,1.86,2.18,0,0.4,0,1,0.68,1.78,1.86,-0.08,10,No,0.183486,0,0.32,2
813,CH,0,267,w-267,7,1.86,2.13,0,0,1,0,0.932891,2.13,1.86,0.27,13,Yes,0,0,0.27,0
882,CH,0,267,w-267,4,1.99,2.09,0.1,0,0,0,0.813714,2.09,1.89,0.2,13,No,0,0.050251,0.1,4
953,MM,1,267,w-267,2,1.86,2.18,0,0.4,0,1,0.003817,1.78,1.86,-0.08,10,No,0.183486,0,0.32,2
14,CH,0,268,w-268,7,1.86,2.13,0,0,0,0,0.68,2.13,1.86,0.27,13,Yes,0,0,0.27,0
18,MM,1,268,w-268,2,1.86,2.18,0,0,0,1,0.4,2.18,1.86,0.32,13,No,0,0,0.32,2
25,CH,0,268,w-268,7,1.86,2.13,0,0,0,0,0.83616,2.13,1.86,0.27,13,Yes,0,0,0.27,0
249,CH,0,268,w-268,7,1.86,2.13,0,0,0,0,0.980736,2.13,1.86,0.27,13,Yes,0,0,0.27,0
250,CH,0,268,w-268,7,1.86,2.13,0,0,0,0,0.984589,2.13,1.86,0.27,13,Yes,0,0,0.27,0
330,CH,0,268,w-268,7,1.86,2.13,0,0,0,0,0.4,2.13,1.86,0.27,13,Yes,0,0,0.27,0
349,CH,0,268,w-268,7,1.86,2.13,0,0,0,0,0.96564,2.13,1.86,0.27,13,Yes,0,0,0.27,0
454,CH,0,268,w-268,2,1.86,2.18,0,0,0,1,0.587983,2.18,1.86,0.32,13,No,0,0,0.32,2
637,CH,0,268,w-268,3,1.99,2.09,0.1,0,0,0,0.90437,2.09,1.89,0.2,13,No,0,0.050251,0.1,3
674,MM,1,268,w-268,1,1.86,1.99,0,0.2,0,1,0.5952,1.79,1.86,-0.07,10,No,0.100503,0,0.13,1
718,MM,1,268,w-268,3,1.99,2.09,0.1,0,0,0,8.30E-05,2.09,1.89,0.2,13,No,0,0.050251,0.1,3
814,CH,0,268,w-268,7,1.86,2.13,0,0,0,0,0.946313,2.13,1.86,0.27,13,Yes,0,0,0.27,0
840,MM,1,268,w-268,1,1.86,1.99,0,0.2,0,1,0.2048,1.79,1.86,-0.07,10,No,0.100503,0,0.13,1
841,CH,0,268,w-268,2,1.86,2.18,0,0,0,1,0.16384,2.18,1.86,0.32,13,No,0,0,0.32,2
869,CH,0,268,w-268,7,1.86,2.13,0,0,0,0,0.485055,2.13,1.86,0.27,13,Yes,0,0,0.27,0
920,CH,0,268,w-268,2,1.86,2.18,0,0,0,1,0.4,2.18,1.86,0.32,13,No,0,0,0.32,2
954,MM,1,268,w-268,3,1.99,2.09,0.1,0,0,0,0.003054,2.09,1.89,0.2,13,No,0,0.050251,0.1,3
19,MM,1,269,w-269,2,1.86,2.18,0,0,0,0,0.32,2.18,1.86,0.32,13,No,0,0,0.32,2
26,CH,0,269,w-269,7,1.86,2.13,0.27,0,1,0,0.868928,2.13,1.59,0.54,13,Yes,0,0.145161,0.27,0
67,MM,1,269,w-269,4,1.99,2.09,0.1,0,0,0,0.874783,2.09,1.89,0.2,13,No,0,0.050251,0.1,4
83,CH,0,269,w-269,4,1.99,2.09,0.1,0,0,0,0.946313,2.09,1.89,0.2,13,No,0,0.050251,0.1,4
92,CH,0,269,w-269,4,1.99,2.09,0.1,0,0,0,0.6,2.09,1.89,0.2,13,No,0,0.050251,0.1,4
162,CH,0,269,w-269,4,1.99,2.09,0.1,0,0,0,0.97801,2.09,1.89,0.2,13,No,0,0.050251,0.1,4
170,CH,0,269,w-269,2,1.86,2.18,0,0,0,0,0.6,2.18,1.86,0.32,13,No,0,0,0.32,2
194,CH,0,269,w-269,7,1.86,2.13,0.27,0,1,0,0.999746,2.13,1.59,0.54,13,Yes,0,0.145161,0.27,0
251,CH,0,269,w-269,7,1.86,2.13,0.27,0,1,0,0.987671,2.13,1.59,0.54,13,Yes,0,0.145161,0.27,0
309,CH,0,269,w-269,3,1.99,2.09,0.1,0,0,0,0.174028,2.09,1.89,0.2,13,No,0,0.050251,0.1,3
350,CH,0,269,w-269,7,1.86,2.13,0.27,0,1,0,0.972512,2.13,1.59,0.54,13,Yes,0,0.145161,0.27,0
467,CH,0,269,w-269,7,1.86,2.13,0.27,0,1,0,0.829606,2.13,1.59,0.54,13,Yes,0,0.145161,0.27,0
480,CH,0,269,w-269,7,1.86,2.13,0.27,0,1,0,0.75424,2.13,1.59,0.54,13,Yes,0,0.145161,0.27,0
514,CH,0,269,w-269,3,1.99,2.09,0.1,0,0,0,0.967015,2.09,1.89,0.2,13,No,0,0.050251,0.1,3
609,CH,0,269,w-269,7,1.86,2.13,0.27,0,1,0,0.992506,2.13,1.59,0.54,13,Yes,0,0.145161,0.27,0
621,CH,0,269,w-269,7,1.86,2.13,0.27,0,1,0,0.89327,2.13,1.59,0.54,13,Yes,0,0.145161,0.27,0
657,CH,0,269,w-269,2,1.86,2.18,0,0,0,0,0.977333,2.18,1.86,0.32,13,No,0,0,0.32,2
719,MM,1,269,w-269,3,1.99,2.09,0.1,0,0,0,6.60E-05,2.09,1.89,0.2,13,No,0,0.050251,0.1,3
720,MM,1,269,w-269,3,1.99,2.09,0.1,0,0,0,5.30E-05,2.09,1.89,0.2,13,No,0,0.050251,0.1,3
728,CH,0,269,w-269,7,1.86,2.13,0.27,0,1,0,0.5,2.13,1.59,0.54,13,Yes,0,0.145161,0.27,0
815,CH,0,269,w-269,7,1.86,2.13,0.27,0,1,0,0.95705,2.13,1.59,0.54,13,Yes,0,0.145161,0.27,0
816,CH,0,269,w-269,1,1.86,2.18,0,0,0,0,0.96564,2.18,1.86,0.32,13,No,0,0,0.32,1
850,CH,0,269,w-269,7,1.86,2.13,0.27,0,1,0,0.4,2.13,1.59,0.54,13,Yes,0,0.145161,0.27,0
870,CH,0,269,w-269,7,1.86,2.13,0.27,0,1,0,0.588044,2.13,1.59,0.54,13,Yes,0,0.145161,0.27,0
888,CH,0,269,w-269,7,1.86,2.13,0.27,0,1,0,0.6352,2.13,1.59,0.54,13,Yes,0,0.145161,0.27,0
902,CH,0,269,w-269,7,1.86,2.13,0.27,0,1,0,0.95705,2.13,1.59,0.54,13,Yes,0,0.145161,0.27,0
921,CH,0,269,w-269,7,1.86,2.13,0.27,0,1,0,0.52,2.13,1.59,0.54,13,Yes,0,0.145161,0.27,0
922,CH,0,269,w-269,2,1.86,2.18,0,0,0,0,0.616,2.18,1.86,0.32,13,No,0,0,0.32,2
955,CH,0,269,w-269,2,1.86,2.18,0,0,0,0,0.002443,2.18,1.86,0.32,13,No,0,0,0.32,2
986,CH,0,269,w-269,7,1.86,2.13,0.27,0,1,0,0.675392,2.13,1.59,0.54,13,Yes,0,0.145161,0.27,0
989,CH,0,269,w-269,3,1.99,2.09,0.1,0,0,0,0.5,2.09,1.89,0.2,13,No,0,0.050251,0.1,3
1032,CH,0,269,w-269,4,1.99,2.09,0.1,0,0,0,0.92458,2.09,1.89,0.2,13,No,0,0.050251,0.1,4
68,MM,1,270,w-270,4,1.99,2.09,0.1,0,0,0,0.699827,2.09,1.89,0.2,13,No,0,0.050251,0.1,4
130,CH,0,270,w-270,2,1.86,2.18,0,0,0,0,0.912618,2.18,1.86,0.32,13,No,0,0,0.32,2
131,CH,0,270,w-270,1,1.86,2.18,0,0,0,0,0.930094,2.18,1.86,0.32,13,No,0,0,0.32,1
163,CH,0,270,w-270,1,1.86,2.18,0,0,0,0,0.982408,2.18,1.86,0.32,13,No,0,0,0.32,1
219,CH,0,270,w-270,7,1.86,2.13,0.27,0,1,0,0.987165,2.13,1.59,0.54,13,Yes,0,0.145161,0.27,0
252,CH,0,270,w-270,7,1.86,2.13,0.27,0,1,0,0.990137,2.13,1.59,0.54,13,Yes,0,0.145161,0.27,0
262,CH,0,270,w-270,2,1.86,2.18,0,0,0,0,0.3072,2.18,1.86,0.32,13,No,0,0,0.32,2
293,MM,1,270,w-270,2,1.86,2.18,0,0,0,0,0.000396,2.18,1.86,0.32,13,No,0,0,0.32,2
310,CH,0,270,w-270,2,1.86,2.18,0,0,0,0,0.339223,2.18,1.86,0.32,13,No,0,0,0.32,2
431,MM,1,270,w-270,4,1.99,2.09,0.1,0,0,0,0.27335,2.09,1.89,0.2,13,No,0,0.050251,0.1,4
560,CH,0,270,w-270,7,1.86,2.13,0.27,0,1,0,0.6,2.13,1.59,0.54,13,Yes,0,0.145161,0.27,0
576,CH,0,270,w-270,3,1.99,2.09,0.1,0,0,0,0.287853,2.09,1.89,0.2,13,No,0,0.050251,0.1,3
622,CH,0,270,w-270,1,1.86,2.18,0,0,0,0,0.914616,2.18,1.86,0.32,13,No,0,0,0.32,1
658,CH,0,270,w-270,2,1.86,2.18,0,0,0,0,0.981866,2.18,1.86,0.32,13,No,0,0,0.32,2
675,CH,0,270,w-270,1,1.86,2.18,0,0,0,0,0.47616,2.18,1.86,0.32,13,No,0,0,0.32,1
721,MM,1,270,w-270,3,1.99,2.09,0.1,0,0,0,4.30E-05,2.09,1.89,0.2,13,No,0,0.050251,0.1,3
729,CH,0,270,w-270,7,1.86,2.13,0.27,0,1,0,0.6,2.13,1.59,0.54,13,Yes,0,0.145161,0.27,0
